Ablehnungsgrund,Adresse,Bewerbungsdatum,Bewerbungsquelle,Bewertung Assessment,Bewertung Erstes Gespräch,Bewertung Prescreening,E-Mail,Effektiver Gehalt,Einstellungsdatum,Geburtsdatum,Gehaltsvorstellungen,Geschlecht,Headhunter Firma,Headhunter Name,Interviewer,Job Titel,Kandidaten-ID,Nachname,Standort,Status,StellenID,Telefonnummer,Veröffentlichungsdatum,Vorname,id
Gehaltsvorstellungen zu hoch,"Pseudonymized, 9376 Schaffhausen",24.07.2021,Direkt,deutlich ungenügend,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_2353,126559.69,26.11.2022,02.09.1958,,F,,,Zahra Hug Lutz,Marketing Manager,aa677038-add9-4c45-b6a9-4401b51c9a3c,pseudonymized_Nachname_2353,Zürich,Eingereicht,46c8c01f-058e-4941-847b-68944935fc63,pseudonymized_Telefonnummer_2353,30.10.2022,pseudonymized_Vorname_2353,da0d
Bessere Kandidaten,Unknown,16.01.2023,Headhunter,Unknown,knapp ungenügend,genügend,pseudonymized_E-Mail_2354,67415.13,18.11.2023,1900-01-01,>140k,M,"Siegrist, Ziegler and Schürch",Enis Bühler,Gregor Eichenberger,Brand Manager,9af3ac2a-5955-42eb-8e14-e830bcb012f9,pseudonymized_Nachname_2354,Luzern,1. Interview,0e4ed0aa-de08-4134-8800-3afaffa2fa84,pseudonymized_Telefonnummer_2354,06.03.2023,pseudonymized_Vorname_2354,056c
Nicht verfügbar,"Pseudonymized, 8668 Tessin",19.09.2020,Google Ads,gut,sehr gut,knapp ungenügend,pseudonymized_E-Mail_2355,133023.3,31.05.2022,19.01.1979,120-130k,,,,Gregor Eichenberger,Content Creator,2908291a-1682-4456-b17f-c76cd12045c6,pseudonymized_Nachname_2355,Luzern,1. Interview,a658385b-b2a5-4654-824c-6e2fac9a8f79,pseudonymized_Telefonnummer_2355,16.04.2021,pseudonymized_Vorname_2355,ad73
Bessere Kandidaten,"Pseudonymized, 2577 Waadt",20.04.2020,Google Ads,genügend,genügend,genügend,pseudonymized_E-Mail_2356,133415.23,07.02.2023,25.11.1968,120-130k,F,,,Kristian Furrer,Network Administrator,d9d52304-08fe-4d4e-b1ae-dbe8e4beef77,pseudonymized_Nachname_2356,Bern,Eingereicht,3e6a1c88-be7a-4289-88e9-879778624f1d,pseudonymized_Telefonnummer_2356,12.12.2020,pseudonymized_Vorname_2356,bdfb
Unzureichende Qualifikationen,"Pseudonymized, 1624 Schwyz",09.01.2021,Headhunter,sehr gut,sehr gut,sehr gut,pseudonymized_E-Mail_2357,81458.74,07.08.2022,25.09.1996,,M,Tanner-Stadelmann,Jasin Näf,Joachim Kaiser,Financial Analyst,bd4acae6-0a04-46cf-8f1d-854c498110f0,pseudonymized_Nachname_2357,Zürich,Angebot,a3620e1c-11ad-4c48-853f-c8bb320f01ae,pseudonymized_Telefonnummer_2357,21.10.2023,pseudonymized_Vorname_2357,a5f4
Nicht verfügbar,"Pseudonymized, 1184 Appenzell Ausserrhoden",04.08.2023,Google Ads,sehr gut,sehr gut,knapp ungenügend,pseudonymized_E-Mail_2358,68383.75,30.03.2024,12.12.1983,110-120k,F,,,Franca Zürcher,Graphic Designer,9583bfdd-b2ff-40e5-b08c-a9874a6e8280,pseudonymized_Nachname_2358,Bern,Assessment,280caebb-f592-48a8-b4a8-e8c4e1f36fb8,pseudonymized_Telefonnummer_2358,08.02.2024,pseudonymized_Vorname_2358,30cd
Überqualifiziert,"Pseudonymized, 7710 Glarus",23.03.2022,Google Ads,sehr gut,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_2359,110708.81,03.09.2022,20.12.2000,90-100k,F,,,Marijana Blaser Schuler,Budget Analyst,1c9874e6-bc52-4be4-a51c-148a018c643f,pseudonymized_Nachname_2359,Bern,Prescreening,8031a5c9-bd30-43e1-8cf3-182b90e459da,pseudonymized_Telefonnummer_2359,15.04.2022,pseudonymized_Vorname_2359,6b8e
Unvollständige Bewerbung,"Pseudonymized, 7142 Luzern",09.04.2021,Google Ads,deutlich ungenügend,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_2360,86292.74,20.06.2021,26.04.1987,70-80k,M,,,Wanda Giger,Copywriter,1f40d2b9-0378-4bda-93d6-9b138cd2741f,pseudonymized_Nachname_2360,Bern,Eingereicht,41ae86ea-b1f5-4a24-a866-8cc5213a49e7,pseudonymized_Telefonnummer_2360,23.10.2023,pseudonymized_Vorname_2360,e9c3
Zu wenig Erfahrung,"Pseudonymized, 3291 Uri",02.06.2023,LinkedIN Paid Post,deutlich ungenügend,gut,deutlich ungenügend,pseudonymized_E-Mail_2361,91779.76,04.11.2023,29.11.1964,130-140k,M,,,Franca Zürcher,Brand Manager,e68450bc-3e3e-479e-b580-9aa947ccbf09,pseudonymized_Nachname_2361,Luzern,1. Interview,053596e0-8f32-4afc-9d90-6fc64c23ec52,pseudonymized_Telefonnummer_2361,20.08.2023,pseudonymized_Vorname_2361,0ace
,"Pseudonymized, 1275 Schaffhausen",29.09.2021,LinkedIN Jobslots,knapp ungenügend,gut,sehr gut,pseudonymized_E-Mail_2362,70231.0,15.08.2023,19.06.1967,90-100k,M,,,Gregor Eichenberger,Financial Analyst,e59e8b0d-6cf5-4f0e-98ec-bebb9fc573a6,pseudonymized_Nachname_2362,Zürich,Eingereicht,d45961c8-d66d-4283-9eaa-13fce9d2021c,pseudonymized_Telefonnummer_2362,05.04.2022,pseudonymized_Vorname_2362,0126
Überqualifiziert,"Pseudonymized, 6473 Zürich",26.10.2023,LinkedIN Jobslots,knapp ungenügend,gut,sehr gut,pseudonymized_E-Mail_2363,62933.71,25.05.2024,07.12.1961,90-100k,F,,,Prof. Layla Küng,Recruiter,6a28b1a5-745e-4c5a-9c91-3ae9eef33804,pseudonymized_Nachname_2363,Luzern,Prescreening,186e8aa2-e54d-4ae9-8db0-aab1a27dbf2d,pseudonymized_Telefonnummer_2363,26.03.2024,pseudonymized_Vorname_2363,960b
Gehaltsvorstellungen zu hoch,"Pseudonymized, 3125 Schwyz",05.01.2021,Direkt,genügend,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_2364,90496.72,28.02.2022,12.11.1967,90-100k,M,,,Prof. Layla Küng,Marketing Manager,ee645374-64f3-4026-84d9-4f4d26e3edfc,pseudonymized_Nachname_2364,Bern,Eingereicht,bfc32257-2b5f-4f4a-ace1-3d71b1e7b6b1,pseudonymized_Telefonnummer_2364,05.11.2022,pseudonymized_Vorname_2364,a530
Gehaltsvorstellungen zu hoch,"Pseudonymized, 5624 Zug",15.02.2022,Meta,gut,deutlich ungenügend,genügend,pseudonymized_E-Mail_2365,70317.19,14.05.2022,21.06.1987,,M,,,Greta Berger-Eichenberger,Budget Analyst,a73a3254-8850-4a88-b006-09b4a7c76624,pseudonymized_Nachname_2365,Luzern,Angebot,47cb29e0-1b0b-449b-af5d-6995a7ef923f,pseudonymized_Telefonnummer_2365,18.10.2023,pseudonymized_Vorname_2365,b457
,"Pseudonymized, 8940 Glarus",21.10.2023,Meta,genügend,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_2366,98568.6,10.03.2024,29.01.1971,110-120k,F,,,Joachim Kaiser,Financial Analyst,7792e1b8-ed60-4b4c-8ca1-0058e5359e37,pseudonymized_Nachname_2366,Luzern,Eingereicht,add103dc-43a3-4181-895d-cad57dabca3c,pseudonymized_Telefonnummer_2366,28.04.2024,pseudonymized_Vorname_2366,dc15
Bessere Kandidaten,"Pseudonymized, 5591 St. Gallen",10.06.2021,Organic search,Unknown,knapp ungenügend,genügend,pseudonymized_E-Mail_2367,54869.27,16.11.2023,04.04.1994,100-110k,F,,,Séverine Huber,Content Creator,05ae4374-5ede-4e2d-b506-e708f1f5c976,pseudonymized_Nachname_2367,Bern,Assessment,359f975c-1031-47ed-923d-92b88ac0e2db,pseudonymized_Telefonnummer_2367,07.07.2022,pseudonymized_Vorname_2367,90fa
Überqualifiziert,"Pseudonymized, 9292 Zürich",24.03.2020,Direkt,gut,knapp ungenügend,genügend,pseudonymized_E-Mail_2368,101241.37,08.07.2023,01.02.1966,70-80k,F,,,Gregor Eichenberger,Graphic Designer,4c8861e1-2158-4dd9-927d-eb9c52ef2091,pseudonymized_Nachname_2368,Bern,Angebot,35b7f99a-aaa8-4f5d-bbbd-54ce203c7335,pseudonymized_Telefonnummer_2368,21.12.2022,pseudonymized_Vorname_2368,7ccb
Überqualifiziert,"Pseudonymized, 1100 St. Gallen",18.01.2021,Headhunter,knapp ungenügend,Unknown,knapp ungenügend,pseudonymized_E-Mail_2369,115255.4,13.01.2023,27.01.2004,100-110k,F,Zingg-Gasser,Damaris Zbinden,Ghislaine Walter,Accountant,230a6617-ec36-4d9c-b5e9-4db6664e1c53,pseudonymized_Nachname_2369,Zürich,Assessment,caf77306-4dfe-4ff6-a223-82fcee5a2834,pseudonymized_Telefonnummer_2369,20.09.2022,pseudonymized_Vorname_2369,26ee
Zu wenig Erfahrung,"Pseudonymized, 4924 Zug",28.04.2023,LinkedIN Jobslots,deutlich ungenügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_2370,,18.01.2024,16.04.1982,80-90k,M,,,Irene Fuchs,Social Media Manager,a3f19f06-388c-49f0-8baa-6697702a1a31,pseudonymized_Nachname_2370,Luzern,Angebot,bee92d07-f89a-466e-a217-5110613b0e0e,pseudonymized_Telefonnummer_2370,28.01.2024,pseudonymized_Vorname_2370,6ecd
Bessere Kandidaten,"Pseudonymized, 8020 Aargau",25.07.2023,Direkt,gut,gut,gut,pseudonymized_E-Mail_2371,63332.23,15.11.2023,26.10.1989,130-140k,F,,,Marijana Blaser Schuler,Brand Manager,4a1e9d93-b02e-4d03-b055-1c0ac2778508,pseudonymized_Nachname_2371,Luzern,Abgelehnt,a679ab52-604f-451c-9bc9-9a8eed400227,pseudonymized_Telefonnummer_2371,03.03.2024,pseudonymized_Vorname_2371,8ad2
Unvollständige Bewerbung,"Pseudonymized, 7287 Schwyz",05.02.2022,Google Ads,genügend,genügend,sehr gut,pseudonymized_E-Mail_2372,51767.06,14.11.2022,10.03.2004,90-100k,F,,,Gregor Eichenberger,Auditor,0e2a438b-f0b1-49ad-865b-416eef588965,pseudonymized_Nachname_2372,Bern,1. Interview,31305b1e-993d-4b40-97ae-c74d03b253cd,pseudonymized_Telefonnummer_2372,29.10.2022,pseudonymized_Vorname_2372,9509
Überqualifiziert,"Pseudonymized, 6891 Appenzell Innerrhoden",19.03.2023,LinkedIN Jobslots,genügend,Unknown,deutlich ungenügend,pseudonymized_E-Mail_2373,135508.66,22.05.2024,09.10.1975,70-80k,F,,,Hermine Hess,PR Specialist,9cbe8776-86c4-448c-8960-6544534c12df,pseudonymized_Nachname_2373,Zürich,1. Interview,d146e01b-d564-4f78-9814-b845e73194ad,pseudonymized_Telefonnummer_2373,28.03.2024,pseudonymized_Vorname_2373,3920
,"Pseudonymized, 9288 Genf",03.07.2021,Google Ads,knapp ungenügend,sehr gut,knapp ungenügend,pseudonymized_E-Mail_2374,98271.03,14.11.2021,22.10.2002,110-120k,F,,,Hermine Hess,Brand Manager,ec46dac6-284d-415b-9e77-21f40da956a5,pseudonymized_Nachname_2374,Zürich,Eingereicht,10f239de-7a01-4dcd-91d0-cc46044589a5,pseudonymized_Telefonnummer_2374,17.02.2022,pseudonymized_Vorname_2374,7f32
Bessere Kandidaten,"Pseudonymized, 1575 Basel-Stadt",15.12.2020,Google Ads,Unknown,knapp ungenügend,gut,pseudonymized_E-Mail_2375,59939.02,1900-01-01,29.08.1988,130-140k,F,,,Hermine Hess,Brand Manager,0954b695-82ba-445e-b937-b3288560bdd8,pseudonymized_Nachname_2375,Bern,Abgelehnt,f8c643e6-fc68-4339-9698-64420c765a5b,pseudonymized_Telefonnummer_2375,1900-01-01,pseudonymized_Vorname_2375,605d
Bessere Kandidaten,"Pseudonymized, 3238 Appenzell Innerrhoden",04.09.2023,Organic search,gut,gut,deutlich ungenügend,pseudonymized_E-Mail_2376,53316.37,09.09.2023,07.06.1972,130-140k,M,,,Zahra Hug Lutz,Auditor,686fb99d-1b4b-40b0-9106-d7631f4198aa,pseudonymized_Nachname_2376,Bern,Assessment,403323de-dd0b-4d57-987b-08d6e7af313e,pseudonymized_Telefonnummer_2376,15.02.2024,pseudonymized_Vorname_2376,0b05
Bessere Kandidaten,"Pseudonymized, 7226 Thurgau",20.03.2023,Organic search,deutlich ungenügend,deutlich ungenügend,knapp ungenügend,pseudonymized_E-Mail_2377,126543.52,19.10.2023,23.02.1984,130-140k,M,,,Irene Fuchs,Accountant,f05634dd-676d-4a61-bc29-4a941a5c7bd2,pseudonymized_Nachname_2377,Zürich,Prescreening,dbeff3fb-a568-4cb6-ac26-aa776f1e83a6,pseudonymized_Telefonnummer_2377,1900-01-01,pseudonymized_Vorname_2377,8564
Gehaltsvorstellungen zu hoch,"Pseudonymized, 4255 Thurgau",01.02.2024,LinkedIN Paid Post,gut,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_2378,118269.66,03.03.2024,18.07.1991,90-100k,M,,,Ghislaine Walter,Database Administrator,248d9358-83aa-4ac1-928a-3a28b08bde5d,pseudonymized_Nachname_2378,Bern,Assessment,cdb934b2-4fce-41e8-b3c9-c1d9b1ed24b8,pseudonymized_Telefonnummer_2378,20.02.2024,pseudonymized_Vorname_2378,7840
Überqualifiziert,"Pseudonymized, 2385 Zürich",27.01.2020,Organic search,deutlich ungenügend,genügend,deutlich ungenügend,pseudonymized_E-Mail_2379,130866.25,20.09.2020,09.05.1980,120-130k,F,,,Kristian Furrer,IT Manager,5cea9564-c89c-492f-a95b-9c3c5f8ba348,pseudonymized_Nachname_2379,Luzern,Assessment,fd2b3f4d-5a50-4a54-8238-0e26cc5b6b7b,pseudonymized_Telefonnummer_2379,18.05.2020,pseudonymized_Vorname_2379,d3c3
Unvollständige Bewerbung,"Pseudonymized, 5155 Zug",26.09.2021,LinkedIN Paid Post,gut,knapp ungenügend,sehr gut,pseudonymized_E-Mail_2380,104292.54,17.03.2024,13.02.1961,>140k,F,,,Wanda Giger,Budget Analyst,dc3a85d0-3e2b-4938-b676-a2e918544503,pseudonymized_Nachname_2380,Zürich,Abgelehnt,f54d4b57-8619-4151-b93f-375c3e7402fb,pseudonymized_Telefonnummer_2380,03.08.2023,pseudonymized_Vorname_2380,bbd9
Unzureichende Qualifikationen,"Pseudonymized, 1693 Appenzell Innerrhoden",27.01.2022,Google Ads,Unknown,deutlich ungenügend,genügend,pseudonymized_E-Mail_2381,138530.38,22.04.2024,01.09.1982,110-120k,F,,,Franca Zürcher,Copywriter,2a117c03-84f4-4ecd-ba9f-564031691796,pseudonymized_Nachname_2381,Zürich,Angebot,8a2d9845-7ac7-46d4-8fc7-caa7322bbbf0,pseudonymized_Telefonnummer_2381,20.04.2023,pseudonymized_Vorname_2381,f62a
Unvollständige Bewerbung,"Pseudonymized, 3689 Glarus",22.03.2022,Organic search,deutlich ungenügend,gut,sehr gut,pseudonymized_E-Mail_2382,132120.91,11.10.2022,28.09.1990,80-90k,,,,Prof. Layla Küng,SEO Specialist,f88b3d99-4272-410b-a5cb-fb11789e85d0,pseudonymized_Nachname_2382,Luzern,Abgelehnt,048255d8-3c8c-4532-8bcc-7a32d2f9c605,pseudonymized_Telefonnummer_2382,04.04.2022,pseudonymized_Vorname_2382,45dd
Überqualifiziert,"Pseudonymized, 8215 Aargau",16.01.2024,LinkedIN Jobslots,deutlich ungenügend,deutlich ungenügend,gut,pseudonymized_E-Mail_2383,64247.79,25.03.2024,01.11.2004,>140k,M,,,Margret Hasler,Accountant,81ae65f1-a387-490f-8ef8-2b3dca872047,pseudonymized_Nachname_2383,Luzern,Abgelehnt,431f442e-8945-4527-b10e-c242683bae93,pseudonymized_Telefonnummer_2383,1900-01-01,pseudonymized_Vorname_2383,0802
Zu wenig Erfahrung,"Pseudonymized, 2961 Tessin",31.05.2024,LinkedIN Paid Post,knapp ungenügend,genügend,genügend,pseudonymized_E-Mail_2384,77642.82,05.06.2024,26.02.1980,60-70k,F,,,Marijana Blaser Schuler,Copywriter,217af712-7525-4c22-bf2a-6114c53d30b1,pseudonymized_Nachname_2384,Bern,Abgelehnt,705a14ac-a528-4a32-bae4-e7e11de8aa51,pseudonymized_Telefonnummer_2384,03.06.2024,pseudonymized_Vorname_2384,a998
,"Pseudonymized, 1474 Freiburg",06.02.2020,Organic search,sehr gut,Unknown,knapp ungenügend,pseudonymized_E-Mail_2385,50848.47,28.06.2020,11.03.1971,,M,,,Gregor Eichenberger,Accountant,294446d7-627c-4ae6-a006-bfe7acab947c,pseudonymized_Nachname_2385,Bern,Eingereicht,df440fbd-44fa-4375-b0cc-f26ae38ec7f0,pseudonymized_Telefonnummer_2385,31.12.2021,pseudonymized_Vorname_2385,2e30
Bessere Kandidaten,"Pseudonymized, 1408 Freiburg",08.09.2020,Meta,gut,knapp ungenügend,gut,pseudonymized_E-Mail_2386,,28.12.2022,07.02.2002,60-70k,F,,,Margret Hasler,Database Administrator,787e6c32-509b-4a9d-887e-185e753904e0,pseudonymized_Nachname_2386,Zürich,Angebot,b2552657-49a3-4d69-8fca-8c7469291d67,pseudonymized_Telefonnummer_2386,20.11.2020,pseudonymized_Vorname_2386,eb1c
,"Pseudonymized, 8699 St. Gallen",25.03.2022,LinkedIN Jobslots,gut,gut,sehr gut,pseudonymized_E-Mail_2387,110754.35,1900-01-01,21.07.2005,120-130k,F,,,Greta Berger-Eichenberger,Database Administrator,2840ddc4-7616-40ba-817d-053c687805f3,pseudonymized_Nachname_2387,Bern,Prescreening,1c3520e6-844e-4963-a620-19922d91f547,pseudonymized_Telefonnummer_2387,06.08.2023,pseudonymized_Vorname_2387,7175
Unzureichende Qualifikationen,"Pseudonymized, 1316 Glarus",17.04.2021,Google Ads,knapp ungenügend,gut,gut,pseudonymized_E-Mail_2388,127045.06,18.11.2021,20.05.1984,90-100k,M,,,Marijana Blaser Schuler,Brand Manager,a9832db0-1833-43d8-915a-e6cfbc627b59,pseudonymized_Nachname_2388,Zürich,Prescreening,1fb10853-75e9-4728-9e1a-22b297468746,pseudonymized_Telefonnummer_2388,09.11.2022,pseudonymized_Vorname_2388,5f81
Nicht verfügbar,"Pseudonymized, 6234 Zug",29.12.2022,Meta,gut,sehr gut,gut,pseudonymized_E-Mail_2389,89365.01,25.07.2023,04.02.1968,70-80k,M,,,Séverine Huber,Social Media Manager,cd045cf6-eba6-4100-909b-6710b42e992d,pseudonymized_Nachname_2389,Bern,Abgelehnt,a156885d-83db-4ff8-ad20-5da41737cf64,pseudonymized_Telefonnummer_2389,16.03.2024,pseudonymized_Vorname_2389,aa36
Zu wenig Erfahrung,"Pseudonymized, 6824 Tessin",17.01.2024,Headhunter,knapp ungenügend,Unknown,gut,pseudonymized_E-Mail_2390,100290.08,23.04.2024,11.06.1972,80-90k,M,Tanner-Stadelmann,Jasin Näf,Wanda Giger,Database Administrator,6afa073d-ca71-4c17-ab94-30e59135985e,pseudonymized_Nachname_2390,Luzern,Assessment,f51ecbca-583b-4abd-b7f5-8dc0bad28db9,pseudonymized_Telefonnummer_2390,28.01.2024,pseudonymized_Vorname_2390,2569
Überqualifiziert,"Pseudonymized, 1645 Appenzell Ausserrhoden",27.01.2022,Google Ads,genügend,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_2391,70683.99,25.03.2023,19.06.1996,50-60k,F,,,Joachim Kaiser,Payroll Specialist,8ab45f6f-101b-4a24-aa28-00c102e95fa5,pseudonymized_Nachname_2391,Luzern,Angebot,10d6957f-e010-4d8d-9155-1f4b8e9bb1f5,pseudonymized_Telefonnummer_2391,1900-01-01,pseudonymized_Vorname_2391,340e
Nicht verfügbar,"Pseudonymized, 1326 Genf",01.01.2020,Direkt,gut,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_2392,79928.05,11.10.2022,07.04.1962,110-120k,F,,,Margret Hasler,Content Creator,b2aeac73-fbca-45ed-86c7-d195f07183ad,pseudonymized_Nachname_2392,Zürich,Assessment,5ae8461c-4bf6-4aa2-b67b-fb6f846ba2c5,pseudonymized_Telefonnummer_2392,31.07.2021,pseudonymized_Vorname_2392,374c
Gehaltsvorstellungen zu hoch,"Pseudonymized, 7605 Solothurn",07.02.2024,Google Ads,genügend,sehr gut,genügend,pseudonymized_E-Mail_2393,123587.21,04.06.2024,07.07.2002,120-130k,M,,,Franca Zürcher,Financial Analyst,73420647-1556-4548-a5b7-b433056248a7,pseudonymized_Nachname_2393,Luzern,Angebot,b5a08f5c-70c0-4835-a4a6-b610acc2e92f,pseudonymized_Telefonnummer_2393,19.03.2024,pseudonymized_Vorname_2393,b623
Bessere Kandidaten,"Pseudonymized, 9061 Basel-Landschaft",14.02.2021,LinkedIN Paid Post,sehr gut,gut,sehr gut,pseudonymized_E-Mail_2394,116533.3,23.12.2021,04.02.1992,130-140k,F,,,Hermine Hess,Auditor,7c39a7fe-b4d1-4b7e-a8e3-3e339de1f888,pseudonymized_Nachname_2394,Luzern,Assessment,ebe69162-a45b-45f3-8cdc-60e27e9d59f7,pseudonymized_Telefonnummer_2394,05.07.2021,pseudonymized_Vorname_2394,6bbd
,"Pseudonymized, 7200 Nidwalden",13.01.2021,Meta,knapp ungenügend,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_2395,129638.85,09.09.2023,11.05.1964,80-90k,F,,,Marijana Blaser Schuler,Brand Manager,d9f5c5b2-9655-42d3-a9d6-88fe17d9fa23,pseudonymized_Nachname_2395,Luzern,Prescreening,461f9b79-99d4-4f76-8555-69ce63e5aa33,pseudonymized_Telefonnummer_2395,05.12.2021,pseudonymized_Vorname_2395,1099
Andere,"Pseudonymized, 6553 Zürich",06.01.2024,Meta,genügend,knapp ungenügend,gut,pseudonymized_E-Mail_2396,52087.0,14.03.2024,14.03.1973,110-120k,F,,,Joachim Kaiser,Brand Manager,7d961559-3e2c-4189-875b-0a4984df8161,pseudonymized_Nachname_2396,Luzern,Angebot,d8077abf-2646-431c-99fe-e5658514d2c3,pseudonymized_Telefonnummer_2396,20.02.2024,pseudonymized_Vorname_2396,ed9e
Gehaltsvorstellungen zu hoch,"Pseudonymized, 3772 Schaffhausen",22.07.2020,Headhunter,deutlich ungenügend,sehr gut,genügend,pseudonymized_E-Mail_2397,116353.51,1900-01-01,03.12.1988,120-130k,M,Zingg-Gasser,Damaris Zbinden,Marijana Blaser Schuler,SEO Specialist,f09bec6f-2fbd-4db9-9058-7708a6b1f43d,pseudonymized_Nachname_2397,Zürich,1. Interview,66a08f1f-d28f-4d4e-965a-c40d560d67ff,pseudonymized_Telefonnummer_2397,27.09.2022,pseudonymized_Vorname_2397,2d4b
Zu wenig Erfahrung,"Pseudonymized, 9755 Bern",24.10.2023,Organic search,genügend,knapp ungenügend,sehr gut,pseudonymized_E-Mail_2398,65879.6,06.12.2023,18.11.1989,90-100k,M,,,Marijana Blaser Schuler,Database Administrator,ba929bd1-4228-4672-9b8a-d127cc820bbd,pseudonymized_Nachname_2398,Zürich,Assessment,554e4615-a832-40aa-a9d8-f29a36724e75,pseudonymized_Telefonnummer_2398,01.01.2024,pseudonymized_Vorname_2398,cdd7
Unzureichende Qualifikationen,"Pseudonymized, 9938 Zürich",13.02.2020,LinkedIN Jobslots,deutlich ungenügend,deutlich ungenügend,gut,pseudonymized_E-Mail_2399,80037.37,23.12.2021,31.12.1971,>140k,M,,,Joachim Kaiser,SEO Specialist,0159ee32-f14f-4979-a5e4-f827e93213b2,pseudonymized_Nachname_2399,Luzern,1. Interview,cd4bddec-5363-4034-b615-e87fa074ac23,pseudonymized_Telefonnummer_2399,14.11.2022,pseudonymized_Vorname_2399,03d4
Überqualifiziert,"Pseudonymized, 7413 Luzern",30.11.2022,Google Ads,deutlich ungenügend,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_2400,52540.3,10.04.2024,04.11.1964,120-130k,F,,,Irene Fuchs,Accountant,179cefc6-ad5b-44b7-b4b5-b968b8152358,pseudonymized_Nachname_2400,Zürich,Assessment,0892207a-939d-40c4-974f-3f148762c922,pseudonymized_Telefonnummer_2400,19.04.2023,pseudonymized_Vorname_2400,fc94
Unvollständige Bewerbung,"Pseudonymized, 5744 Zug",17.09.2020,Direkt,sehr gut,sehr gut,knapp ungenügend,pseudonymized_E-Mail_2401,70181.56,09.12.2020,01.09.1967,110-120k,M,,,Gregor Eichenberger,PR Specialist,f9e2bf3c-d620-457d-8668-5a564cb97d82,pseudonymized_Nachname_2401,Zürich,Angebot,03a44403-5f70-4d1c-91ca-c2f04b542fa5,pseudonymized_Telefonnummer_2401,29.07.2021,pseudonymized_Vorname_2401,fe8f
Zu wenig Erfahrung,"Pseudonymized, 4600 Bern",17.08.2023,Meta,gut,gut,genügend,pseudonymized_E-Mail_2402,54112.73,26.01.2024,05.02.1984,90-100k,M,,,Prof. Layla Küng,IT Manager,be8b46e6-105a-40f6-9fac-b22b75cdb9ef,pseudonymized_Nachname_2402,Zürich,Abgelehnt,acd7acf9-daf0-4858-8619-e095c3152422,pseudonymized_Telefonnummer_2402,14.12.2023,pseudonymized_Vorname_2402,20c2
Überqualifiziert,"Pseudonymized, 1187 Glarus",19.11.2020,LinkedIN Jobslots,genügend,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_2403,122534.96,18.10.2023,26.11.2003,60-70k,M,,,Séverine Huber,Payroll Specialist,bdd3d7ab-fb8e-4caf-93a5-0c479f068cfa,pseudonymized_Nachname_2403,Luzern,1. Interview,2ebd3784-4a68-4240-b29c-d5bdc307f945,pseudonymized_Telefonnummer_2403,18.03.2021,pseudonymized_Vorname_2403,a612
Zu wenig Erfahrung,"Pseudonymized, 9197 Thurgau",15.11.2021,Meta,Unknown,genügend,genügend,pseudonymized_E-Mail_2404,114752.67,27.04.2023,04.04.1986,80-90k,M,,,Irene Fuchs,Software Engineer,c19a63c4-9fb5-4522-9e98-94129ad9d07c,pseudonymized_Nachname_2404,Luzern,Prescreening,78e113f0-70e6-4629-9978-5528e0d1259e,pseudonymized_Telefonnummer_2404,31.08.2022,pseudonymized_Vorname_2404,43cb
Gehaltsvorstellungen zu hoch,"Pseudonymized, 1584 Wallis",30.09.2020,LinkedIN Paid Post,sehr gut,gut,knapp ungenügend,pseudonymized_E-Mail_2405,,30.04.2021,08.11.1966,60-70k,F,,,Irene Fuchs,Content Creator,9a98ec21-61f9-4fdd-a173-5c8ba2f976c8,pseudonymized_Nachname_2405,Bern,Eingereicht,51409595-6bca-4f7e-856a-acaeafb64981,pseudonymized_Telefonnummer_2405,23.01.2023,pseudonymized_Vorname_2405,21cb
Überqualifiziert,"Pseudonymized, 7832 Appenzell Innerrhoden",17.04.2023,Direkt,gut,genügend,sehr gut,pseudonymized_E-Mail_2406,55935.24,10.05.2024,07.08.1988,120-130k,M,,,Irene Fuchs,Event Coordinator,bfb4dbc9-1afc-44ee-b906-42387276ba98,pseudonymized_Nachname_2406,Zürich,Eingereicht,4e10f548-2783-4a9c-9d5f-e6ae528d19f9,pseudonymized_Telefonnummer_2406,14.05.2024,pseudonymized_Vorname_2406,d10f
Zu wenig Erfahrung,"Pseudonymized, 2716 Basel-Stadt",02.08.2023,Headhunter,Unknown,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_2407,67187.85,25.10.2023,29.11.1978,80-90k,F,Haas-Näf,Remo Bernasconi,Prof. Layla Küng,Auditor,aa4799d7-08aa-4ada-b386-b58abcbd9860,pseudonymized_Nachname_2407,Luzern,1. Interview,b144e3df-dbe2-47ed-b42e-b843cf989695,pseudonymized_Telefonnummer_2407,12.04.2024,pseudonymized_Vorname_2407,9cd1
